FechaElección ;Ganador;Inflación12Meses;InflaciónMensual;Ticker;Sector;Retorno;;
3/11/1992;D;3.05%;0.14%;ICE;Financials;;;
3/11/1992;D;3.05%;0.14%;HCA;Health Care;;;
3/11/1992;D;3.05%;0.14%;PH;Industrials;0.026905821;;
3/11/1992;D;3.05%;0.14%;APH;Industrials;0;;
3/11/1992;D;3.05%;0.14%;CI;Health Care;-0.014285332;;
3/11/1992;D;3.05%;0.14%;EQIX;Industrials;;;
3/11/1992;D;3.05%;0.14%;MDLZ;Consumer Staples;;;
3/11/1992;D;3.05%;0.14%;DUK;Utilities;-0.013889325;;
3/11/1992;D;3.05%;0.14%;MCO;Financials;;;
3/11/1992;D;3.05%;0.14%;ABNB;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;SNPS;Information Technology;0.024793388;;
3/11/1992;D;3.05%;0.14%;WELL;Industrials;0.03703649;;
3/11/1992;D;3.05%;0.14%;GD;Industrials;-0.018203944;;
3/11/1992;D;3.05%;0.14%;MSI;Information Technology;0.011795723;;
3/11/1992;D;3.05%;0.14%;PYPL;Information Technology;;;
3/11/1992;D;3.05%;0.14%;AON;Financials;0.012531784;;
3/11/1992;D;3.05%;0.14%;CDNS;Information Technology;-0.032467629;;
3/11/1992;D;3.05%;0.14%;CME;Financials;;;
3/11/1992;D;3.05%;0.14%;PNC;Financials;0.006976027;;
3/11/1992;D;3.05%;0.14%;CRWD;Information Technology;;;
3/11/1992;D;3.05%;0.14%;ITW;Industrials;-0.0078276;;
3/11/1992;D;3.05%;0.14%;CMG;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;ZTS;Health Care;;;
3/11/1992;D;3.05%;0.14%;USB;Financials;0;;
3/11/1992;D;3.05%;0.14%;MAR;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;MCK;Health Care;;;
3/11/1992;D;3.05%;0.14%;NOC;Industrials;-0.004784654;;
3/11/1992;D;3.05%;0.14%;TDG;Industrials;;;
3/11/1992;D;3.05%;0.14%;CL;Consumer Staples;-0.0276013;;
3/11/1992;D;3.05%;0.14%;EOG;Energy;-0.032258059;;
3/11/1992;D;3.05%;0.14%;CEG;Energy;;;
3/11/1992;D;3.05%;0.14%;MMM;Industrials;-0.009535284;;
3/11/1992;D;3.05%;0.14%;EMR;Industrials;-0.025882458;;
3/11/1992;D;3.05%;0.14%;ECL;Materials;-0.010273686;;
3/11/1992;D;3.05%;0.14%;COF;Financials;;;
3/11/1992;D;3.05%;0.14%;ORLY;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;FTNT;Information Technology;;;
3/11/1992;D;3.05%;0.14%;FDX;Industrials;-0.018868081;;
3/11/1992;D;3.05%;0.14%;CVS;Consumer Staples;-0.004717528;;
3/11/1992;D;3.05%;0.14%;APD;Materials;0.01827647;;
3/11/1992;D;3.05%;0.14%;CSX;Industrials;-0.009345401;;
3/11/1992;D;3.05%;0.14%;TGT;Consumer Discretionary;-0.009615825;;
3/11/1992;D;3.05%;0.14%;CARR;Industrials;;;
3/11/1992;D;3.05%;0.14%;WMB;Energy;-0.003246487;;
3/11/1992;D;3.05%;0.14%;BDX;Health Care;-0.014422884;;
3/11/1992;D;3.05%;0.14%;RSG;Industrials;;;
3/11/1992;D;3.05%;0.14%;ADSK;Information Technology;-0.012376071;;
3/11/1992;D;3.05%;0.14%;FCX;Materials;;;
3/11/1992;D;3.05%;0.14%;AJG;Financials;-0.008849743;;
3/11/1992;D;3.05%;0.14%;OKE;Utilities;-0.020548299;;
3/11/1992;D;3.05%;0.14%;NSC;Industrials;-0.002036258;;
3/11/1992;D;3.05%;0.14%;GM;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;SLB;Energy;-0.025292208;;
3/11/1992;D;3.05%;0.14%;ROP;Industrials;0.02777742;;
3/11/1992;D;3.05%;0.14%;RCL;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;HLT;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;DLR;Industrials;;;
3/11/1992;D;3.05%;0.14%;AFL;Financials;-0.015872775;;
3/11/1992;D;3.05%;0.14%;TFC;Financials;0;;
3/11/1992;D;3.05%;0.14%;PCAR;Industrials;0;;
3/11/1992;D;3.05%;0.14%;KMI;Energy;;;
3/11/1992;D;3.05%;0.14%;NXPI;Information Technology;;;
3/11/1992;D;3.05%;0.14%;PSA;Financials;0.039474171;;
3/11/1992;D;3.05%;0.14%;GWW;Industrials;-0.003694715;;
3/11/1992;D;3.05%;0.14%;TRV;Financials;-0.001778996;;
3/11/1992;D;3.05%;0.14%;SRE;Utilities;;;
3/11/1992;D;3.05%;0.14%;FICO;Information Technology;0.050000739;;
3/11/1992;D;3.05%;0.14%;JCI;Consumer Discretionary;-0.006249747;;
3/11/1992;D;3.05%;0.14%;MET;Financials;;;
3/11/1992;D;3.05%;0.14%;BK;Financials;-0.002668192;;
3/11/1992;D;3.05%;0.14%;DHI;Consumer Discretionary;-0.030303648;;
3/11/1992;D;3.05%;0.14%;CPRT;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;AMP;Financials;;;
3/11/1992;D;3.05%;0.14%;PAYX;Information Technology;0.01470529;;
3/11/1992;D;3.05%;0.14%;FANG;Energy;;;
3/11/1992;D;3.05%;0.14%;MNST;Consumer Staples;-0.086950724;;
3/11/1992;D;3.05%;0.14%;AZO;Consumer Discretionary;0;;
3/11/1992;D;3.05%;0.14%;PSX;Energy;;;
3/11/1992;D;3.05%;0.14%;ALL;Financials;;;
3/11/1992;D;3.05%;0.14%;AEP;Utilities;-0.003830922;;
3/11/1992;D;3.05%;0.14%;NEM;Materials;0.005434294;;
3/11/1992;D;3.05%;0.14%;O;Industrials;;;
3/11/1992;D;3.05%;0.14%;LHX;Industrials;-0.018049557;;
3/11/1992;D;3.05%;0.14%;MPC;Energy;;;
3/11/1992;D;3.05%;0.14%;COR;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;CMI;Industrials;0.020294963;;
3/11/1992;D;3.05%;0.14%;PWR;Industrials;;;
3/11/1992;D;3.05%;0.14%;VST;Energy;;;
3/11/1992;D;3.05%;0.14%;D;Utilities;-0.015722222;;
3/11/1992;D;3.05%;0.14%;ODFL;Industrials;0;;
3/11/1992;D;3.05%;0.14%;FAST;Industrials;0;;
3/11/1992;D;3.05%;0.14%;ROST;Consumer Discretionary;-0.039736178;;
3/11/1992;D;3.05%;0.14%;FIS;Information Technology;;;
3/11/1992;D;3.05%;0.14%;AIG;Financials;-0.011312572;;
3/11/1992;D;3.05%;0.14%;TEL;Information Technology;;;
3/11/1992;D;3.05%;0.14%;MSCI;Financials;;;
3/11/1992;D;3.05%;0.14%;LEN;Consumer Discretionary;-0.013698434;;
3/11/1992;D;3.05%;0.14%;HWM;Industrials;;;
3/11/1992;D;3.05%;0.14%;CCI;Telecommunications Services;;;
3/11/1992;D;3.05%;0.14%;OXY;Energy;-0.0222222;;
3/11/1992;D;3.05%;0.14%;AXON;Information Technology;;;
3/11/1992;D;3.05%;0.14%;KVUE;Telecommunications Services;;;
3/11/1992;D;3.05%;0.14%;NDAQ;Financials;;;
3/11/1992;D;3.05%;0.14%;KDP;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;KMB;Consumer Staples;-0.002169289;;
3/11/1992;D;3.05%;0.14%;AME;Industrials;-0.016528665;;
3/11/1992;D;3.05%;0.14%;PCG;Utilities;-0.011764815;;
3/11/1992;D;3.05%;0.14%;DFS;Financials;;;
3/11/1992;D;3.05%;0.14%;HES;Energy;-0.025906387;;
3/11/1992;D;3.05%;0.14%;F;Consumer Discretionary;0.009771781;;
3/11/1992;D;3.05%;0.14%;PRU;Financials;;;
3/11/1992;D;3.05%;0.14%;KR;Consumer Staples;-0.02752321;;
3/11/1992;D;3.05%;0.14%;VLO;Energy;0;;
3/11/1992;D;3.05%;0.14%;PEG;Utilities;-0.013100661;;
3/11/1992;D;3.05%;0.14%;STZ;Consumer Staples;-0.008695534;;
3/11/1992;D;3.05%;0.14%;IT;Information Technology;;;
3/11/1992;D;3.05%;0.14%;TRGP;Energy;;;
3/11/1992;D;3.05%;0.14%;GLW;Industrials;-0.003344428;;
3/11/1992;D;3.05%;0.14%;CBRE;Industrials;;;
3/11/1992;D;3.05%;0.14%;EA;Information Technology;0.016949222;;
3/11/1992;D;3.05%;0.14%;IR;Industrials;;;
3/11/1992;D;3.05%;0.14%;GRMN;Information Technology;;;
3/11/1992;D;3.05%;0.14%;VRSK;Information Technology;;;
3/11/1992;D;3.05%;0.14%;CTVA;Industrials;;;
3/11/1992;D;3.05%;0.14%;OTIS;Industrials;;;
3/11/1992;D;3.05%;0.14%;KHC;Consumer Staples;;;
3/11/1992;D;3.05%;0.14%;CTSH;Information Technology;;;
3/11/1992;D;3.05%;0.14%;IQV;Health Care;;;
3/11/1992;D;3.05%;0.14%;LULU;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;DAL;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;A;Health Care;;;
3/11/1992;D;3.05%;0.14%;GEHC;Health Care;;;
3/11/1992;D;3.05%;0.14%;MCHP;Information Technology;;;
3/11/1992;D;3.05%;0.14%;EW;Health Care;;;
3/11/1992;D;3.05%;0.14%;XEL;Utilities;-0.011696012;;
3/11/1992;D;3.05%;0.14%;VMC;Materials;0.011628064;;
3/11/1992;D;3.05%;0.14%;ACGL;Financials;;;
3/11/1992;D;3.05%;0.14%;EXC;Utilities;0.009433965;;
3/11/1992;D;3.05%;0.14%;YUM;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;SYY;Consumer Staples;0.009478545;;
3/11/1992;D;3.05%;0.14%;MLM;Materials;;;
3/11/1992;D;3.05%;0.14%;NUE;Materials;0.006072736;;
3/11/1992;D;3.05%;0.14%;MPWR;Information Technology;;;
3/11/1992;D;3.05%;0.14%;RMD;Health Care;;;
3/11/1992;D;3.05%;0.14%;LVS;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;GIS;Consumer Staples;-0.001854958;;
3/11/1992;D;3.05%;0.14%;EXR;Industrials;;;
3/11/1992;D;3.05%;0.14%;HSY;Consumer Staples;-0.002696151;;
3/11/1992;D;3.05%;0.14%;HPQ;Information Technology;0;;
3/11/1992;D;3.05%;0.14%;IDXX;Health Care;-0.009174312;;
3/11/1992;D;3.05%;0.14%;MTB;Financials;0.009241293;;
3/11/1992;D;3.05%;0.14%;HUM;Health Care;-0.005524821;;
3/11/1992;D;3.05%;0.14%;WAB;Industrials;;;
3/11/1992;D;3.05%;0.14%;HIG;Financials;;;
3/11/1992;D;3.05%;0.14%;ED;Utilities;-0.00398396;;
3/11/1992;D;3.05%;0.14%;EFX;Financials;0;;
3/11/1992;D;3.05%;0.14%;AVB;Financials;;;
3/11/1992;D;3.05%;0.14%;VICI;Industrials;;;
3/11/1992;D;3.05%;0.14%;DOW;Materials;;;
3/11/1992;D;3.05%;0.14%;RJF;Financials;0;;
3/11/1992;D;3.05%;0.14%;EIX;Utilities;-0.008451289;;
3/11/1992;D;3.05%;0.14%;BRO;Financials;0.055555435;;
3/11/1992;D;3.05%;0.14%;ETR;Utilities;-0.003983563;;
3/11/1992;D;3.05%;0.14%;WTW;Financials;;;
3/11/1992;D;3.05%;0.14%;CSGP;Information Technology;;;
3/11/1992;D;3.05%;0.14%;TTWO;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;FITB;Financials;0.009661436;;
3/11/1992;D;3.05%;0.14%;ROK;Industrials;0.004853935;;
3/11/1992;D;3.05%;0.14%;WEC;Utilities;0.012720076;;
3/11/1992;D;3.05%;0.14%;TSCO;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;CNC;Health Care;;;
3/11/1992;D;3.05%;0.14%;XYL;Industrials;;;
3/11/1992;D;3.05%;0.14%;CCL;Consumer Discretionary;-0.004167049;;
3/11/1992;D;3.05%;0.14%;ON;Information Technology;;;
3/11/1992;D;3.05%;0.14%;ANSS;Information Technology;;;
3/11/1992;D;3.05%;0.14%;EBAY;Information Technology;;;
3/11/1992;D;3.05%;0.14%;CAH;Health Care;0;;
3/11/1992;D;3.05%;0.14%;PPG;Materials;0.013944183;;
3/11/1992;D;3.05%;0.14%;UAL;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;KEYS;Information Technology;;;
3/11/1992;D;3.05%;0.14%;HPE;Information Technology;;;
3/11/1992;D;3.05%;0.14%;NVR;Industrials;0.25;;
3/11/1992;D;3.05%;0.14%;LYV;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;GPN;Information Technology;;;
3/11/1992;D;3.05%;0.14%;VTR;Financials;;;
3/11/1992;D;3.05%;0.14%;MTD;Health Care;;;
3/11/1992;D;3.05%;0.14%;K;Consumer Staples;-0.021667029;;
3/11/1992;D;3.05%;0.14%;EQR;Financials;;;
3/11/1992;D;3.05%;0.14%;STT;Financials;0;;
3/11/1992;D;3.05%;0.14%;LYB;Materials;;;
3/11/1992;D;3.05%;0.14%;DOV;Industrials;-0.005509901;;
3/11/1992;D;3.05%;0.14%;DXCM;Health Care;;;
3/11/1992;D;3.05%;0.14%;PHM;Consumer Discretionary;0.009173719;;
3/11/1992;D;3.05%;0.14%;SW;Industrials;;;
3/11/1992;D;3.05%;0.14%;DECK;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;TYL;Information Technology;0;;
3/11/1992;D;3.05%;0.14%;CDW;Information Technology;;;
3/11/1992;D;3.05%;0.14%;AWK;Utilities;;;
3/11/1992;D;3.05%;0.14%;LDOS;Industrials;;;
3/11/1992;D;3.05%;0.14%;TROW;Financials;0.006493393;;
3/11/1992;D;3.05%;0.14%;VLTO;Industrials;;;
3/11/1992;D;3.05%;0.14%;FTV;Industrials;;;
3/11/1992;D;3.05%;0.14%;CHD;Consumer Staples;0.003875971;;
3/11/1992;D;3.05%;0.14%;HAL;Energy;0.004048628;;
3/11/1992;D;3.05%;0.14%;DVN;Energy;0;;
3/11/1992;D;3.05%;0.14%;CPAY;Information Technology;;;
3/11/1992;D;3.05%;0.14%;NTAP;Information Technology;;;
3/11/1992;D;3.05%;0.14%;BIIB;Health Care;0.012658617;;
3/11/1992;D;3.05%;0.14%;HUBB;Industrials;0;;
3/11/1992;D;3.05%;0.14%;GDDY;Information Technology;;;
3/11/1992;D;3.05%;0.14%;ADM;Consumer Staples;-0.018518472;;
3/11/1992;D;3.05%;0.14%;SYF;Financials;;;
3/11/1992;D;3.05%;0.14%;EQT;Utilities;-0.005235375;;
3/11/1992;D;3.05%;0.14%;PPL;Utilities;0;;
3/11/1992;D;3.05%;0.14%;DTE;Utilities;-0.007812368;;
3/11/1992;D;3.05%;0.14%;ROL;Consumer Discretionary;-0.003690023;;
3/11/1992;D;3.05%;0.14%;SBAC;Industrials;;;
3/11/1992;D;3.05%;0.14%;AEE;Utilities;;;
3/11/1992;D;3.05%;0.14%;WDC;Information Technology;0;;
3/11/1992;D;3.05%;0.14%;FE;Utilities;;;
3/11/1992;D;3.05%;0.14%;IFF;Materials;0.007751931;;
3/11/1992;D;3.05%;0.14%;EXPE;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;WST;Health Care;0.011835069;;
3/11/1992;D;3.05%;0.14%;RF;Financials;0.010948931;;
3/11/1992;D;3.05%;0.14%;CINF;Financials;0.006741839;;
3/11/1992;D;3.05%;0.14%;WY;Financials;0.013158695;;
3/11/1992;D;3.05%;0.14%;PTC;Information Technology;-0.019704433;;
3/11/1992;D;3.05%;0.14%;WRB;Financials;-0.005290841;;
3/11/1992;D;3.05%;0.14%;EL;Consumer Staples;;;
3/11/1992;D;3.05%;0.14%;STLD;Materials;;;
3/11/1992;D;3.05%;0.14%;WAT;Health Care;;;
3/11/1992;D;3.05%;0.14%;TDY;Industrials;;;
3/11/1992;D;3.05%;0.14%;WBD;Telecommunications Services;;;
3/11/1992;D;3.05%;0.14%;ES;Utilities;0;;
3/11/1992;D;3.05%;0.14%;ATO;Utilities;0;;
3/11/1992;D;3.05%;0.14%;STX;Information Technology;;;
3/11/1992;D;3.05%;0.14%;STE;Health Care;-0.016949179;;
3/11/1992;D;3.05%;0.14%;PKG;Materials;;;
3/11/1992;D;3.05%;0.14%;ZBH;Health Care;;;
3/11/1992;D;3.05%;0.14%;NTRS;Financials;0.008810876;;
3/11/1992;D;3.05%;0.14%;MKC;Consumer Staples;0;;
3/11/1992;D;3.05%;0.14%;TSN;Consumer Staples;-0.011764579;;
3/11/1992;D;3.05%;0.14%;FSLR;Industrials;;;
3/11/1992;D;3.05%;0.14%;COO;Health Care;0;;
3/11/1992;D;3.05%;0.14%;INVH;Industrials;;;
3/11/1992;D;3.05%;0.14%;CBOE;Financials;;;
3/11/1992;D;3.05%;0.14%;ZBRA;Information Technology;-0.019607768;;
3/11/1992;D;3.05%;0.14%;BLDR;Materials;;;
3/11/1992;D;3.05%;0.14%;CLX;Consumer Staples;-0.008403104;;
3/11/1992;D;3.05%;0.14%;OMC;Consumer Discretionary;-0.003247006;;
3/11/1992;D;3.05%;0.14%;LH;Health Care;0.025000069;;
3/11/1992;D;3.05%;0.14%;CFG;Financials;;;
3/11/1992;D;3.05%;0.14%;CMS;Utilities;-0.007143195;;
3/11/1992;D;3.05%;0.14%;IP;Materials;0.009505408;;
3/11/1992;D;3.05%;0.14%;ARE;Industrials;;;
3/11/1992;D;3.05%;0.14%;ERIE;Financials;;;
3/11/1992;D;3.05%;0.14%;NRG;Utilities;;;
3/11/1992;D;3.05%;0.14%;CNP;Utilities;0;;
3/11/1992;D;3.05%;0.14%;DRI;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;FOX;Telecommunications Services;;;
3/11/1992;D;3.05%;0.14%;FOXA;Telecommunications Services;;;
3/11/1992;D;3.05%;0.14%;ESS;Industrials;;;
3/11/1992;D;3.05%;0.14%;PFG;Financials;;;
3/11/1992;D;3.05%;0.14%;JBHT;Industrials;-0.021977792;;
3/11/1992;D;3.05%;0.14%;BBY;Consumer Discretionary;-0.023999433;;
3/11/1992;D;3.05%;0.14%;BF-B;Consumer Staples;0.001444701;;
3/11/1992;D;3.05%;0.14%;LUV;Industrials;0.005050085;;
3/11/1992;D;3.05%;0.14%;SNA;Consumer Discretionary;-0.012820324;;
3/11/1992;D;3.05%;0.14%;MOH;Health Care;;;
3/11/1992;D;3.05%;0.14%;PODD;Health Care;;;
3/11/1992;D;3.05%;0.14%;MAA;Industrials;;;
3/11/1992;D;3.05%;0.14%;HOLX;Health Care;-0.041666667;;
3/11/1992;D;3.05%;0.14%;GEN;Information Technology;-0.00990099;;
3/11/1992;D;3.05%;0.14%;J;Industrials;-0.004184213;;
3/11/1992;D;3.05%;0.14%;ULTA;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;FDS;Information Technology;;;
3/11/1992;D;3.05%;0.14%;CTRA;Energy;0.006944656;;
3/11/1992;D;3.05%;0.14%;L;Financials;0.001127399;;
3/11/1992;D;3.05%;0.14%;TER;Information Technology;-0.034782691;;
3/11/1992;D;3.05%;0.14%;BALL;Materials;-0.015503876;;
3/11/1992;D;3.05%;0.14%;DGX;Health Care;;;
3/11/1992;D;3.05%;0.14%;TRMB;Information Technology;0;;
3/11/1992;D;3.05%;0.14%;BAX;Health Care;-0.011151871;;
3/11/1992;D;3.05%;0.14%;VRSN;Information Technology;;;
3/11/1992;D;3.05%;0.14%;MAS;Industrials;0.004950615;;
3/11/1992;D;3.05%;0.14%;NWS;Telecommunications Services;;;
3/11/1992;D;3.05%;0.14%;NWSA;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;IEX;Industrials;0.006410215;;
3/11/1992;D;3.05%;0.14%;PNR;Industrials;0.02173949;;
3/11/1992;D;3.05%;0.14%;GPC;Consumer Discretionary;-0.007999575;;
3/11/1992;D;3.05%;0.14%;EXPD;Industrials;-0.008130386;;
3/11/1992;D;3.05%;0.14%;KIM;Financials;-0.013157545;;
3/11/1992;D;3.05%;0.14%;NI;Utilities;-0.014423564;;
3/11/1992;D;3.05%;0.14%;HRL;Consumer Staples;-0.005952243;;
3/11/1992;D;3.05%;0.14%;AVY;Industrials;-0.004784339;;
3/11/1992;D;3.05%;0.14%;ALGN;Health Care;;;
3/11/1992;D;3.05%;0.14%;TXT;Industrials;0.009837335;;
3/11/1992;D;3.05%;0.14%;DOC;Industrials;0;;
3/11/1992;D;3.05%;0.14%;INCY;Health Care;;;
3/11/1992;D;3.05%;0.14%;MRO;Energy;-0.007463278;;
3/11/1992;D;3.05%;0.14%;DPZ;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;EG;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;VTRS;Financials;-0.022830916;;
3/11/1992;D;3.05%;0.14%;JBL;Information Technology;;;
3/11/1992;D;3.05%;0.14%;NDSN;Industrials;0;;
3/11/1992;D;3.05%;0.14%;RVTY;Health Care;0.00617284;;
3/11/1992;D;3.05%;0.14%;LNT;Utilities;-0.003717032;;
3/11/1992;D;3.05%;0.14%;AMCR;Materials;;;
3/11/1992;D;3.05%;0.14%;UDR;Industrials;0.005494283;;
3/11/1992;D;3.05%;0.14%;CF;Materials;;;
3/11/1992;D;3.05%;0.14%;EVRG;Utilities;0;;
3/11/1992;D;3.05%;0.14%;SMCI;Information Technology;;;
3/11/1992;D;3.05%;0.14%;SWKS;Information Technology;-0.040000428;;
3/11/1992;D;3.05%;0.14%;POOL;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;FFIV;Information Technology;;;
3/11/1992;D;3.05%;0.14%;CPB;Consumer Staples;-0.0206485;;
3/11/1992;D;3.05%;0.14%;REG;Industrials;;;
3/11/1992;D;3.05%;0.14%;AKAM;Information Technology;;;
3/11/1992;D;3.05%;0.14%;EPAM;Information Technology;;;
3/11/1992;D;3.05%;0.14%;APTV;Industrials;;;
3/11/1992;D;3.05%;0.14%;DLTR;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;PAYC;Information Technology;;;
3/11/1992;D;3.05%;0.14%;JKHY;Information Technology;-0.018349379;;
3/11/1992;D;3.05%;0.14%;BXP;Financials;;;
3/11/1992;D;3.05%;0.14%;CPT;Industrials;;;
3/11/1992;D;3.05%;0.14%;JNPR;Information Technology;;;
3/11/1992;D;3.05%;0.14%;CHRW;Industrials;;;
3/11/1992;D;3.05%;0.14%;DAY;Financials;;;
3/11/1992;D;3.05%;0.14%;HST;Financials;-0.012120874;;
3/11/1992;D;3.05%;0.14%;SOLV;Materials;;;
3/11/1992;D;3.05%;0.14%;ALLE;Industrials;;;
3/11/1992;D;3.05%;0.14%;TAP;Consumer Staples;-0.018181946;;
3/11/1992;D;3.05%;0.14%;UHS;Health Care;0.010416358;;
3/11/1992;D;3.05%;0.14%;SJM;Consumer Staples;;;
3/11/1992;D;3.05%;0.14%;DVA;Health Care;;;
3/11/1992;D;3.05%;0.14%;TPR;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;BG;Materials;;;
3/11/1992;D;3.05%;0.14%;TECH;Health Care;-0.017241314;;
3/11/1992;D;3.05%;0.14%;NCLH;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;ALB;Materials;;;
3/11/1992;D;3.05%;0.14%;EMN;Materials;;;
3/11/1992;D;3.05%;0.14%;KMX;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;LW;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;GNRC;Industrials;;;
3/11/1992;D;3.05%;0.14%;IPG;Consumer Discretionary;0.003703711;;
3/11/1992;D;3.05%;0.14%;CRL;Health Care;;;
3/11/1992;D;3.05%;0.14%;BEN;Financials;-0.00743473;;
3/11/1992;D;3.05%;0.14%;MGM;Consumer Discretionary;0.020407978;;
3/11/1992;D;3.05%;0.14%;AOS;Industrials;-0.020490906;;
3/11/1992;D;3.05%;0.14%;CTLT;Health Care;;;
3/11/1992;D;3.05%;0.14%;AIZ;Financials;;;
3/11/1992;D;3.05%;0.14%;PNW;Utilities;-0.006173298;;
3/11/1992;D;3.05%;0.14%;MKTX;Financials;;;
3/11/1992;D;3.05%;0.14%;LKQ;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;FRT;Industrials;0;;
3/11/1992;D;3.05%;0.14%;AES;Utilities;-0.04494396;;
3/11/1992;D;3.05%;0.14%;CE;Materials;;;
3/11/1992;D;3.05%;0.14%;WYNN;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;MHK;Consumer Discretionary;0.009708868;;
3/11/1992;D;3.05%;0.14%;GL;Financials;-0.009546437;;
3/11/1992;D;3.05%;0.14%;TFX;Health Care;0.012194663;;
3/11/1992;D;3.05%;0.14%;ENPH;Information Technology;;;
3/11/1992;D;3.05%;0.14%;HAS;Consumer Discretionary;0;;
3/11/1992;D;3.05%;0.14%;MOS;Materials;-0.008620744;;
3/11/1992;D;3.05%;0.14%;CZR;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;HSIC;Health Care;;;
3/11/1992;D;3.05%;0.14%;AMTM;Industrials;;;
3/11/1992;D;3.05%;0.14%;IVZ;Financials;;;
3/11/1992;D;3.05%;0.14%;APA;Energy;-0.025317086;;
3/11/1992;D;3.05%;0.14%;HII;Industrials;;;
3/11/1992;D;3.05%;0.14%;MTCH;Telecommunications Services;;;
3/11/1992;D;3.05%;0.14%;WBA;Consumer Discretionary;0.00305802;;
3/11/1992;D;3.05%;0.14%;PARA;Telecommunications Services;;;
3/11/1992;D;3.05%;0.14%;FMC;Materials;0;;
3/11/1992;D;3.05%;0.14%;BWA;Consumer Discretionary;;;
3/11/1992;D;3.05%;0.14%;QRVO;Information Technology;;;
5/11/1996;D;3.26%;0.19%;NVDA;Information Technology;;;
5/11/1996;D;3.26%;0.19%;AAPL;Information Technology;0.046155305;;
5/11/1996;D;3.26%;0.19%;MSFT;Information Technology;0.025362554;;
5/11/1996;D;3.26%;0.19%;GOOG;Information Technology;;;
5/11/1996;D;3.26%;0.19%;GOOGL;Information Technology;;;
5/11/1996;D;3.26%;0.19%;AMZN;Consumer Discretionary;;;
5/11/1996;D;3.26%;0.19%;META;Information Technology;;;
5/11/1996;D;3.26%;0.19%;TSLA;Consumer Discretionary;;;
5/11/1996;D;3.26%;0.19%;BRK-B;Financials;0.01012897;;
5/11/1996;D;3.26%;0.19%;AVGO;Information Technology;;;
5/11/1996;D;3.26%;0.19%;LLY;Health Care;0.031468722;;
5/11/1996;D;3.26%;0.19%;WMT;Consumer Staples;0.014285953;;
5/11/1996;D;3.26%;0.19%;JPM;Financials;0.023121256;;
5/11/1996;D;3.26%;0.19%;V;Information Technology;;;
5/11/1996;D;3.26%;0.19%;UNH;Health Care;-0.003355482;;
5/11/1996;D;3.26%;0.19%;XOM;Energy;-0.00282423;;
5/11/1996;D;3.26%;0.19%;ORCL;Information Technology;-0.01396619;;
5/11/1996;D;3.26%;0.19%;MA;Information Technology;;;
5/11/1996;D;3.26%;0.19%;COST;Consumer Staples;0.024844921;;
5/11/1996;D;3.26%;0.19%;HD;Consumer Discretionary;0.016355075;;
5/11/1996;D;3.26%;0.19%;PG;Consumer Staples;0.01618948;;
5/11/1996;D;3.26%;0.19%;JNJ;Health Care;0.023018705;;
5/11/1996;D;3.26%;0.19%;ABBV;Health Care;;;
5/11/1996;D;3.26%;0.19%;BAC;Financials;0.01737959;;
5/11/1996;D;3.26%;0.19%;NFLX;Information Technology;;;
5/11/1996;D;3.26%;0.19%;CRM;Information Technology;;;
5/11/1996;D;3.26%;0.19%;CVX;Energy;-0.00961492;;
5/11/1996;D;3.26%;0.19%;KO;Consumer Staples;0.014778385;;
5/11/1996;D;3.26%;0.19%;TMUS;Information Technology;;;
